Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
1463,907260010,60,69.22459016393442,11250,8,5,2002,2002,0.0,0.0,0.0,1128.0,1128.0,1149,1141,0,7.736743682453495,0.0,0.0,2,1,4,1,9,1,2002.0,2.0,779.0,0,0,0,0,0,0,0,5,2008,12.45254592991672
1464,907262030,60,65.0,8158,7,5,2003,2003,252.0,550.0,0.0,334.0,884.0,884,884,0,7.478169694159785,1.0,0.0,2,1,3,1,8,0,2003.0,2.0,543.0,0,63,0,0,0,0,0,7,2008,12.323415584358152
1465,907262060,60,41.0,10905,7,5,2003,2003,0.0,0.0,0.0,1129.0,1129.0,1129,1198,0,7.752764808851328,0.0,0.0,2,1,4,1,9,1,2003.0,2.0,596.0,0,57,0,0,0,0,0,8,2008,12.388398368982115
1466,907262070,60,72.0,7226,7,5,2003,2003,0.0,0.0,0.0,798.0,798.0,798,842,0,7.40306109109009,0.0,0.0,2,1,3,1,6,0,2003.0,2.0,595.0,0,45,0,0,0,0,0,6,2008,12.117246896289501
1467,907265100,60,96.0,11690,8,5,1999,2000,192.0,0.0,0.0,850.0,850.0,886,878,0,7.475905969367397,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,560.0,120,29,0,0,0,0,0,6,2008,12.240478903153711
1468,907285080,60,70.0,8750,7,5,1994,1995,0.0,642.0,0.0,273.0,915.0,933,975,0,7.554334823725747,1.0,0.0,2,1,4,1,8,1,1994.0,2.0,493.0,144,133,0,0,0,0,0,7,2008,12.25486757159303
1469,907290150,120,37.0,4435,6,5,2003,2003,170.0,686.0,0.0,162.0,848.0,848,0,0,6.744059186311347,1.0,0.0,1,0,1,1,3,0,2003.0,2.0,420.0,140,0,0,0,0,0,0,3,2008,11.824087219587643
1470,907290250,120,69.22459016393442,4426,6,5,2004,2004,205.0,662.0,0.0,186.0,848.0,848,0,0,6.744059186311347,1.0,0.0,1,0,1,1,3,0,2004.0,2.0,420.0,140,0,0,0,0,0,0,2,2008,11.884495917930654
1471,907295020,20,75.0,13125,6,5,1997,1998,215.0,994.0,0.0,484.0,1478.0,1493,0,0,7.309212365692763,1.0,0.0,2,0,3,1,7,1,1997.0,2.0,508.0,140,39,0,0,0,0,0,4,2008,12.249615734512615
1473,907405020,20,70.0,9135,7,5,2002,2003,113.0,810.0,0.0,726.0,1536.0,1536,0,0,7.337587743538595,1.0,0.0,2,0,3,1,7,0,2002.0,2.0,532.0,192,74,0,0,0,0,0,12,2008,12.273735966890266
1474,907405140,60,65.0,8450,7,5,2003,2003,196.0,706.0,0.0,150.0,856.0,856,854,0,7.444833273892193,1.0,0.0,2,1,3,1,8,0,2003.0,2.0,548.0,0,61,0,0,0,0,0,2,2008,12.24769911637256
1475,907412040,20,75.0,9750,7,5,2004,2004,50.0,24.0,0.0,1421.0,1445.0,1445,0,0,7.276556402718709,0.0,0.0,2,0,3,1,6,0,2004.0,2.0,470.0,0,35,0,0,0,0,0,6,2008,12.136191879981927
1476,907412070,20,65.0,8450,7,5,2004,2004,266.0,946.0,0.0,490.0,1436.0,1436,0,0,7.270312886079025,1.0,0.0,2,0,3,1,8,0,2004.0,2.0,484.0,139,98,0,0,0,0,0,4,2008,12.25486757159303
1477,907412080,60,64.0,8320,7,5,2004,2004,0.0,490.0,0.0,280.0,770.0,770,812,0,7.367077059881012,0.0,0.0,2,1,3,1,6,0,2004.0,2.0,520.0,0,45,0,0,0,0,0,9,2008,12.132969552931215
1478,907412090,20,85.0,11049,8,5,2007,2007,0.0,0.0,0.0,1234.0,1234.0,1234,0,0,7.118826249062077,0.0,0.0,2,0,3,1,7,0,2007.0,2.0,484.0,0,30,0,0,0,0,0,1,2008,12.100161978566867
1479,907418010,20,85.0,11058,7,6,2007,2007,212.0,56.0,0.0,1508.0,1564.0,1564,0,0,7.355641102974253,0.0,0.0,2,0,3,1,6,0,2007.0,3.0,814.0,0,24,0,0,0,0,0,2,2008,12.296082439438212
1480,907418040,20,74.0,9627,7,5,2007,2007,0.0,24.0,0.0,1327.0,1351.0,1361,0,0,7.216709486709457,0.0,0.0,2,0,3,1,6,0,2007.0,2.0,610.0,0,50,0,0,0,0,0,6,2008,12.170450649220749
1481,907420080,60,63.0,8199,7,5,2005,2005,0.0,648.0,0.0,80.0,728.0,728,728,0,7.284134806195205,1.0,0.0,2,1,3,1,7,1,2005.0,2.0,410.0,36,18,0,0,0,0,0,10,2008,12.149507585033072
1482,907425010,120,69.22459016393442,4426,6,5,2004,2004,147.0,697.0,0.0,151.0,848.0,848,0,0,6.744059186311347,1.0,0.0,1,0,1,1,3,1,2004.0,2.0,420.0,149,0,0,0,0,0,0,5,2008,11.913719681428494
1483,907425015,120,69.22459016393442,4426,6,5,2004,2004,147.0,697.0,0.0,151.0,848.0,848,0,0,6.744059186311347,1.0,0.0,1,0,1,1,3,1,2004.0,2.0,420.0,149,0,0,0,0,0,0,5,2008,11.856522261533737
1484,907425030,120,69.22459016393442,4438,6,5,2004,2004,205.0,662.0,0.0,186.0,848.0,848,0,0,6.744059186311347,1.0,0.0,1,0,1,1,3,1,2004.0,2.0,420.0,149,0,0,0,0,0,0,1,2008,11.91170829631447
1485,907425035,120,69.22459016393442,4438,6,5,2004,2004,169.0,662.0,0.0,186.0,848.0,848,0,0,6.744059186311347,1.0,0.0,1,0,1,1,4,1,2004.0,2.0,420.0,140,0,0,0,0,0,0,6,2008,11.881041706925902
1486,908102030,30,67.0,8777,5,7,1910,1950,0.0,0.0,0.0,796.0,796.0,796,0,0,6.680854678790215,0.0,0.0,1,0,2,1,4,0,1978.1324431613136,0.0,0.0,328,0,164,0,0,0,0,5,2008,11.350418300109132
1488,908102140,20,75.0,9825,5,5,1966,1966,0.0,609.0,0.0,483.0,1092.0,1092,0,0,6.996681488176538,0.0,0.0,1,0,3,1,6,0,1966.0,1.0,264.0,259,0,0,0,161,0,0,4,2008,11.719947764402805
1492,908127120,30,63.0,13907,5,6,1940,1969,0.0,290.0,0.0,706.0,996.0,996,0,0,6.904750769961838,1.0,0.0,1,0,3,1,6,1,1978.1324431613136,0.0,0.0,144,0,0,0,0,0,0,7,2008,11.58989576532275
1493,908128050,85,90.0,10012,4,5,1972,1972,0.0,920.0,180.0,38.0,1138.0,1181,0,0,7.074963197966043,1.0,0.0,2,0,3,1,6,0,1974.0,2.0,588.0,0,0,180,0,0,0,0,4,2008,11.831386468789589
1494,908128110,60,60.0,6931,7,5,2003,2004,92.0,0.0,0.0,746.0,746.0,760,896,0,7.4127640174265625,0.0,0.0,2,1,3,1,7,1,2003.0,2.0,397.0,178,128,0,0,0,0,0,7,2008,12.016128107502665
1495,908151040,80,69.22459016393442,9638,6,6,1977,1977,0.0,368.0,120.0,541.0,1029.0,1117,0,0,7.0192966537150445,1.0,0.0,1,0,3,1,6,1,1977.0,2.0,542.0,292,0,0,0,0,0,0,11,2008,11.898194668458823
1496,908152110,60,72.0,7200,6,7,1976,2001,0.0,288.0,0.0,396.0,684.0,684,714,0,7.243512974665481,0.0,0.0,1,1,3,1,6,1,1976.0,2.0,440.0,0,0,0,0,0,0,0,2,2008,11.986055452062393
1497,908152270,20,60.0,7024,4,5,2005,2005,0.0,1024.0,0.0,108.0,1132.0,1132,0,0,7.0326242610280065,1.0,0.0,1,1,2,1,5,0,2005.0,2.0,451.0,252,64,0,0,0,0,0,6,2008,12.07824495582233
1500,908186040,180,35.0,3675,6,5,2005,2005,80.0,459.0,0.0,88.0,547.0,1072,0,0,6.9782137426306985,1.0,0.0,1,0,2,1,5,0,2005.0,2.0,525.0,0,28,0,0,0,0,0,6,2008,11.904974309480181
1506,908226120,50,60.0,12180,5,7,1938,2007,0.0,0.0,0.0,585.0,585.0,585,468,0,6.960347729101308,0.0,0.0,1,1,2,1,5,0,1978.1324431613136,0.0,0.0,42,0,0,0,0,0,0,1,2008,11.695255355062795
1507,908250040,50,57.0,8050,5,8,1947,1993,0.0,0.0,0.0,0.0,0.0,929,208,0,7.037027614686276,0.0,0.0,1,1,4,1,8,0,1978.1324431613136,0.0,0.0,0,0,0,0,0,0,0,4,2008,11.472113887062386
1509,908275130,50,70.0,11767,5,6,1946,1995,0.0,352.0,0.0,416.0,768.0,768,432,0,7.0909098220799835,0.0,0.0,1,0,3,1,6,0,1946.0,1.0,240.0,0,0,0,0,0,0,0,5,2008,11.779136168550774
1510,908275180,50,60.0,8172,4,6,1954,1972,0.0,0.0,0.0,941.0,941.0,997,473,0,7.293697720601437,0.0,0.0,2,0,4,1,7,0,1958.0,1.0,548.0,0,0,0,0,156,0,0,5,2008,11.813037464800539
1512,908276140,80,62.0,7692,4,6,1954,1954,0.0,0.0,0.0,416.0,416.0,1204,0,0,7.094234845924755,0.0,0.0,1,0,3,1,6,0,1954.0,1.0,312.0,0,0,0,0,0,0,0,11,2008,11.51293546492023
1513,909100150,30,67.0,5142,4,7,1923,2008,0.0,224.0,0.0,725.0,949.0,949,343,0,7.164720378771857,0.0,0.0,1,1,3,1,6,0,1923.0,1.0,205.0,0,0,183,0,0,0,0,6,2008,11.58989576532275
1514,909100170,30,67.0,5604,5,6,1925,1950,0.0,468.0,0.0,396.0,864.0,864,0,0,6.762729506931879,1.0,0.0,1,0,2,1,5,0,1978.1324431613136,0.0,0.0,0,0,96,0,0,0,0,4,2008,11.49273296168228
1515,909101060,30,45.0,8248,3,3,1914,1950,0.0,41.0,0.0,823.0,864.0,864,0,0,6.762729506931879,1.0,0.0,1,0,2,1,5,0,1978.1324431613136,0.0,0.0,0,0,100,0,0,0,0,9,2008,11.112462823634855
1519,909175100,50,60.0,8400,6,5,1925,1950,0.0,423.0,0.0,758.0,1181.0,1390,304,0,7.43543801981455,0.0,0.0,2,0,4,1,7,1,1925.0,2.0,576.0,342,0,128,0,0,0,0,6,2008,11.824087219587643
1520,909177120,30,60.0,7290,7,8,1921,1950,174.0,0.0,0.0,1228.0,1228.0,1424,0,0,7.26192709270275,0.0,0.0,2,0,2,1,7,1,1921.0,1.0,312.0,0,0,90,0,0,0,0,4,2008,12.031725210748633
1521,909201110,70,55.0,8525,5,6,1911,1950,0.0,0.0,0.0,940.0,940.0,1024,940,0,7.583247524303362,0.0,0.0,1,1,4,1,7,0,1978.1324431613136,0.0,0.0,0,192,0,0,0,0,0,11,2008,11.775297421715825
1526,909252110,70,63.0,15576,6,7,1915,1976,0.0,0.0,0.0,840.0,840.0,840,840,0,7.427144133408615,0.0,0.0,2,0,4,1,8,0,1960.0,1.0,308.0,0,0,160,0,0,0,0,3,2008,12.083910661257521
1527,909252220,50,63.0,15564,6,6,1914,1995,0.0,0.0,0.0,676.0,676.0,676,588,0,7.14282740116162,0.0,0.0,1,0,3,1,6,0,1994.0,2.0,400.0,424,0,0,0,0,0,400,1,2008,11.901590234400047
1528,909253190,30,52.0,6292,6,5,1930,1950,0.0,384.0,0.0,384.0,768.0,790,0,0,6.673297967767653,0.0,0.0,1,0,2,1,4,0,1925.0,1.0,160.0,0,141,0,0,0,0,0,4,2008,11.418625774449596
1531,909275040,70,69.22459016393442,9650,6,3,1923,1950,0.0,0.0,0.0,784.0,784.0,819,784,0,7.380255788426459,0.0,0.0,1,0,4,1,7,1,1980.0,2.0,599.0,0,217,0,0,0,0,0,6,2008,11.835016210489899
1532,909275050,70,60.0,7200,7,6,1931,2000,0.0,0.0,0.0,776.0,776.0,851,651,0,7.315218389752975,0.0,0.0,1,1,3,1,6,1,1931.0,1.0,270.0,0,0,112,0,0,0,0,2,2008,11.91170829631447
1533,909276170,70,74.0,11988,6,7,1934,1995,0.0,326.0,0.0,389.0,715.0,849,811,0,7.415175109613295,0.0,0.0,1,1,3,1,6,1,1939.0,1.0,240.0,0,0,0,0,0,0,0,8,2008,12.147919030759663
1534,909277040,50,69.22459016393442,11700,5,6,1937,1995,0.0,606.0,0.0,336.0,942.0,1265,673,0,7.569927655242652,0.0,0.0,2,0,4,1,7,1,1937.0,1.0,240.0,0,40,0,0,0,0,0,7,2008,12.19602736016897
1535,909277070,50,69.22459016393442,9260,5,4,1938,1950,0.0,0.0,0.0,884.0,884.0,932,442,0,7.226209010100671,0.0,0.0,1,0,3,1,6,0,1938.0,1.0,225.0,64,0,0,0,100,0,0,3,2008,11.608244735642321
1537,909281110,70,100.0,9670,8,6,1935,1950,40.0,210.0,0.0,398.0,608.0,983,890,0,7.535830462798367,0.0,0.0,1,1,4,1,9,2,1935.0,2.0,786.0,0,0,207,0,0,0,0,6,2008,12.457130929897916
1543,909451020,160,24.0,1879,6,6,1980,1980,0.0,366.0,0.0,150.0,516.0,516,516,0,6.940222469119639,0.0,0.0,1,0,2,1,5,1,1980.0,2.0,462.0,213,0,0,0,0,0,0,12,2008,11.665655135642039
1545,910200080,30,50.0,7000,6,8,1926,1998,0.0,299.0,40.0,555.0,894.0,919,0,0,6.8243736700430855,1.0,0.0,1,0,2,1,5,0,1926.0,1.0,195.0,0,0,116,0,0,0,0,7,2008,11.744045122410057
1546,910201130,50,60.0,6000,6,8,1940,2006,0.0,0.0,0.0,720.0,720.0,760,330,0,6.994849985833071,0.0,0.0,1,0,3,1,5,0,1940.0,1.0,240.0,0,0,0,0,0,0,0,7,2008,11.695255355062795
1547,910202050,30,40.0,3636,4,4,1922,1950,0.0,0.0,0.0,796.0,796.0,796,0,0,6.680854678790215,0.0,0.0,1,0,2,1,5,0,1978.1324431613136,0.0,0.0,0,0,100,0,0,0,0,1,2008,10.915106645867501
1548,910202100,30,69.22459016393442,5890,6,8,1930,2007,0.0,538.0,0.0,278.0,816.0,816,0,0,6.705639094860002,0.0,0.0,1,0,2,1,5,0,2002.0,1.0,432.0,0,0,96,0,0,0,0,6,2008,11.699413330633599
1549,910203020,30,71.0,6900,5,6,1940,1955,0.0,403.0,125.0,212.0,740.0,778,0,0,6.658011045870748,0.0,0.0,1,0,2,1,4,1,1966.0,1.0,924.0,0,25,0,0,0,0,0,2,2008,11.699413330633599
1550,910203090,50,58.0,8155,5,7,1930,1950,0.0,0.0,0.0,780.0,780.0,780,420,0,7.0909098220799835,0.0,0.0,1,0,4,1,7,0,1978.1324431613136,0.0,0.0,0,0,96,0,0,0,0,7,2008,11.686887175419702
1551,910205010,80,75.0,6000,5,5,1967,1967,0.0,257.0,0.0,367.0,624.0,1092,564,0,7.4127640174265625,0.0,0.0,1,1,3,1,7,1,1967.0,1.0,288.0,0,180,0,0,100,0,0,7,2008,11.744045122410057
1552,910206110,30,60.0,7392,5,7,1930,1995,0.0,0.0,0.0,520.0,520.0,912,0,0,6.816735880594968,0.0,0.0,1,0,2,1,5,0,1934.0,1.0,360.0,0,90,0,0,0,0,0,5,2008,11.507922973347437
1553,910226040,50,75.0,9000,5,5,1958,1958,162.0,330.0,0.0,821.0,1151.0,1151,804,0,7.578656850594762,0.0,0.0,2,0,4,1,7,0,1958.0,1.0,356.0,0,0,0,0,0,0,0,1,2008,12.016732516077072
1557,911102180,50,52.0,5150,4,7,1910,2000,0.0,0.0,0.0,356.0,356.0,671,378,0,6.956545443151569,0.0,0.0,1,0,2,1,5,0,1910.0,1.0,195.0,0,0,0,0,0,0,0,5,2008,11.300981463909618
1559,911226030,70,60.0,9000,4,6,1920,1950,0.0,0.0,0.0,592.0,592.0,432,432,0,6.762729506931879,0.0,0.0,1,1,3,1,5,0,1920.0,1.0,216.0,0,30,160,0,0,0,0,6,2008,11.082157933374816
1565,914465060,20,69.22459016393442,13265,8,5,2002,2002,148.0,1218.0,0.0,350.0,1568.0,1689,0,0,7.4324838079171185,1.0,0.0,2,0,3,1,7,2,2002.0,3.0,857.0,150,59,0,0,0,0,0,7,2008,12.50987778989193
1566,914467050,60,69.22459016393442,11050,7,5,1996,1997,0.0,0.0,0.0,910.0,910.0,910,910,0,7.5071410797276075,0.0,0.0,2,1,3,1,8,1,1996.0,3.0,816.0,318,32,0,0,0,0,0,9,2008,12.269052139516221
1570,914476450,20,74.0,9990,4,5,1991,1991,0.0,1383.0,0.0,297.0,1680.0,1689,0,0,7.4324838079171185,1.0,0.0,2,0,3,1,6,1,1991.0,2.0,432.0,428,120,0,0,0,0,0,7,2008,12.339295865674435
1572,916226030,120,42.0,4084,7,6,1986,1986,340.0,893.0,0.0,384.0,1277.0,1501,0,0,7.31455283232408,1.0,0.0,2,0,2,1,6,1,1986.0,2.0,512.0,240,0,0,0,0,0,0,7,2008,12.394628892852941
1574,916380060,20,74.0,11563,8,5,2006,2007,258.0,1036.0,0.0,482.0,1518.0,1537,0,0,7.338238150065589,1.0,0.0,2,0,3,1,8,0,2007.0,3.0,788.0,0,26,0,0,0,0,0,4,2008,12.591338447675579
1575,916382120,20,71.0,9520,8,5,2007,2008,338.0,1513.0,0.0,125.0,1638.0,1646,0,0,7.4067107301776405,1.0,0.0,2,0,3,1,7,1,2008.0,3.0,800.0,192,44,0,0,0,0,0,4,2008,12.588194064175278
1576,916384100,60,107.0,12852,8,5,2007,2007,0.0,770.0,0.0,150.0,920.0,920,860,0,7.484930283289661,1.0,0.0,2,1,3,1,6,1,2007.0,2.0,612.0,0,192,0,0,0,0,0,1,2008,12.487360568912178
1577,916386040,80,73.0,9802,5,5,2006,2007,0.0,0.0,0.0,352.0,352.0,712,730,0,7.27447955877387,0.0,0.0,2,1,3,1,6,0,2007.0,2.0,400.0,100,0,0,0,0,0,0,4,2008,12.058158312538197
1578,916386080,80,73.0,9735,5,5,2006,2007,0.0,0.0,0.0,384.0,384.0,754,640,0,7.240649694255466,0.0,0.0,2,1,3,1,7,0,2007.0,2.0,400.0,100,0,0,0,0,0,0,5,2008,12.02874460037869
1579,916386180,60,81.0,12018,7,5,2008,2008,60.0,0.0,0.0,796.0,796.0,796,816,0,7.385851078125208,0.0,0.0,2,1,3,1,6,0,2008.0,3.0,666.0,0,64,0,0,0,0,0,10,2008,12.295410480882369
1580,916402015,20,75.0,12890,6,5,1989,1989,128.0,0.0,0.0,1495.0,1495.0,1495,0,0,7.310550158534422,0.0,0.0,2,0,3,1,8,1,1989.0,2.0,438.0,252,0,192,0,0,0,0,7,2008,11.918397239722838
1581,916402115,20,47.0,12416,6,5,1986,1986,132.0,1398.0,208.0,0.0,1606.0,1651,0,0,7.409741954080923,1.0,0.0,2,0,3,1,7,1,1986.0,2.0,616.0,192,0,0,0,0,0,0,11,2008,12.122696471358962
1582,916402215,20,93.0,18265,6,5,1986,1986,228.0,920.0,60.0,276.0,1256.0,1256,0,0,7.136483208590247,0.0,0.0,2,0,3,1,6,1,1986.0,2.0,578.0,282,0,0,0,0,0,0,3,2008,12.100717685412471
1583,916403230,80,85.0,10200,6,5,1988,1989,219.0,783.0,0.0,678.0,1461.0,1509,0,0,7.31986492980897,1.0,0.0,2,0,3,1,5,1,1988.0,2.0,600.0,224,0,0,0,0,0,0,8,2008,12.072546967175038
1584,916455120,20,82.0,11202,8,5,2003,2003,206.0,1029.0,0.0,403.0,1432.0,1440,0,0,7.273092595999522,1.0,0.0,2,0,3,1,7,1,2003.0,2.0,467.0,185,95,0,0,0,0,0,6,2008,12.356649805075566
1585,916460060,20,69.22459016393442,7915,6,5,1999,2000,0.0,1223.0,0.0,443.0,1666.0,1675,0,0,7.424165281042028,1.0,0.0,2,0,3,1,6,0,1999.0,2.0,435.0,165,52,0,0,0,0,0,12,2008,12.180759965737863
1586,916477020,60,85.0,12244,8,5,2003,2003,226.0,871.0,0.0,611.0,1482.0,1482,780,0,7.724446645633537,1.0,0.0,2,1,4,1,10,2,2003.0,3.0,749.0,168,0,0,0,0,0,0,8,2008,12.628070334272698
1591,923202137,20,77.0,9278,5,5,2007,2008,0.0,0.0,0.0,1092.0,1092.0,1092,0,0,6.996681488176538,0.0,0.0,1,0,2,1,5,0,1978.1324431613136,0.0,0.0,0,52,0,0,0,0,0,2,2008,11.891368749982085
1592,923203140,120,32.0,4500,6,5,1997,1997,197.0,864.0,0.0,325.0,1189.0,1189,0,0,7.081708586105575,1.0,0.0,2,0,2,1,4,0,1997.0,2.0,392.0,0,122,0,0,0,0,0,4,2008,11.986055452062393
1594,923225080,120,69.22459016393442,4224,5,6,1975,1975,0.0,769.0,0.0,271.0,1040.0,1040,0,0,6.947937068614968,0.0,0.0,1,0,3,1,6,0,1975.0,2.0,499.0,0,100,0,0,0,0,0,6,2008,11.728044909070784
1595,923225150,160,69.22459016393442,2665,5,6,1976,1976,0.0,0.0,0.0,264.0,264.0,616,688,0,7.173958319756793,0.0,0.0,1,1,3,1,4,1,1976.0,1.0,336.0,141,24,0,0,0,0,0,6,2008,11.652696102959753
1596,923225200,160,41.0,2665,5,7,1976,1976,0.0,318.0,0.0,232.0,550.0,925,550,0,7.297091005160418,0.0,0.0,2,0,4,1,6,1,1976.0,1.0,336.0,92,26,0,0,0,0,0,5,2008,11.771443882099637
1597,923225310,180,21.0,1974,4,7,1973,2006,0.0,501.0,0.0,25.0,526.0,526,462,0,6.896694331622712,1.0,0.0,1,0,2,1,5,0,1973.0,1.0,297.0,120,101,0,0,0,0,0,6,2008,11.561725152903833
1599,923227030,20,69.22459016393442,17979,5,6,1968,1968,0.0,785.0,0.0,328.0,1113.0,1160,0,0,7.057036981697891,1.0,0.0,1,0,3,1,6,0,1968.0,1.0,257.0,81,0,0,0,0,0,500,2,2008,11.934926432385152
1601,923228420,180,21.0,1890,4,7,1972,1972,0.0,495.0,0.0,135.0,630.0,630,0,0,6.447305862541213,1.0,0.0,1,0,1,1,3,0,1978.1324431613136,0.0,0.0,88,0,0,0,0,0,0,6,2008,11.30221677925738
1602,923250210,20,100.0,21750,5,5,1954,1954,0.0,0.0,0.0,988.0,988.0,988,0,0,6.896694331622712,0.0,0.0,1,0,2,1,4,0,1954.0,2.0,520.0,0,0,0,0,0,0,0,2,2008,11.635151947212842
1604,923275090,20,37.0,6951,5,5,1984,1985,0.0,658.0,0.0,218.0,876.0,923,0,0,6.828712071641684,1.0,0.0,1,0,3,1,5,0,1984.0,1.0,264.0,362,0,0,0,0,0,0,10,2008,11.691080018519525
1606,923277040,20,60.0,6600,5,8,1982,2003,0.0,816.0,0.0,0.0,816.0,816,0,0,6.705639094860002,1.0,0.0,1,0,2,1,4,0,1985.0,2.0,816.0,0,0,0,0,0,0,0,6,2008,11.835016210489899
1607,923277080,20,60.0,6600,5,6,1982,2005,0.0,638.0,0.0,207.0,845.0,845,0,0,6.740519359606223,0.0,0.0,1,0,3,1,6,0,1982.0,1.0,264.0,0,0,0,0,0,0,0,7,2008,11.80932691294063
1608,923400040,50,75.0,12508,6,7,1940,1985,0.0,660.0,0.0,323.0,983.0,983,767,0,7.467942332285851,1.0,0.0,2,0,4,1,7,0,1989.0,1.0,423.0,245,0,156,0,0,0,1300,7,2008,11.982935344196433
1609,923426010,20,74.0,12395,5,6,1984,1984,0.0,647.0,0.0,217.0,864.0,889,0,0,6.7912214627261855,0.0,0.0,1,0,3,1,6,0,1984.0,2.0,484.0,0,0,0,0,0,0,0,4,2008,11.831386468789589
1612,526352080,20,85.0,10667,6,6,1971,1971,302.0,838.0,0.0,749.0,1587.0,1587,0,0,7.370230641807081,0.0,0.0,2,0,3,1,7,1,1971.0,2.0,525.0,0,44,0,0,0,0,0,3,2007,12.027549864243364
1613,526352090,20,85.0,10628,7,5,1970,1970,0.0,778.0,0.0,499.0,1277.0,1277,0,0,7.15305163493748,1.0,0.0,1,0,2,1,5,1,1970.0,2.0,526.0,0,0,0,0,176,0,0,4,2007,12.025755079404915
1616,527105140,60,69.22459016393442,12394,7,5,2003,2003,0.0,0.0,0.0,847.0,847.0,847,886,0,7.458186157340487,0.0,0.0,2,1,3,1,7,1,2003.0,2.0,433.0,100,48,0,0,0,0,0,10,2007,12.323860125621124
1617,527107040,60,69.22459016393442,10364,6,5,1995,1996,0.0,0.0,0.0,806.0,806.0,806,766,0,7.360739903058278,0.0,0.0,2,1,3,1,7,1,1995.0,2.0,373.0,0,40,0,0,0,0,0,5,2007,12.031725210748633
1619,527110120,60,57.0,8773,6,5,1997,1997,0.0,0.0,0.0,916.0,916.0,916,684,0,7.3783837129967145,0.0,0.0,2,1,3,1,7,1,1997.0,2.0,460.0,100,38,0,0,0,0,0,8,2007,12.037659911047466
1620,527110130,80,56.0,8872,6,5,1997,1997,0.0,0.0,0.0,384.0,384.0,754,630,0,7.233455418621439,0.0,0.0,2,1,3,1,7,1,1997.0,2.0,390.0,0,0,0,0,0,0,0,3,2007,11.992266613576142
1621,527126030,120,41.0,5330,8,5,2000,2000,0.0,1196.0,0.0,298.0,1494.0,1652,0,0,7.410347097821024,1.0,0.0,2,0,2,1,6,0,2000.0,2.0,499.0,96,48,0,0,0,0,0,8,2007,12.433212202169729
1622,527158090,80,69.22459016393442,10147,6,5,1994,1994,32.0,186.0,0.0,206.0,392.0,924,770,0,7.43543801981455,0.0,0.0,2,1,3,1,7,1,1994.0,2.0,398.0,256,64,0,0,0,0,0,3,2007,11.982935344196433
1623,527161090,60,69.22459016393442,8637,6,5,1999,2000,0.0,871.0,0.0,52.0,923.0,947,767,0,7.44716835960004,1.0,0.0,2,1,3,1,7,1,2000.0,2.0,451.0,256,48,0,0,0,0,0,4,2007,12.100717685412471
1624,527162080,60,63.0,7875,7,5,1996,1996,0.0,414.0,0.0,277.0,691.0,691,862,0,7.348587530927593,0.0,0.0,2,1,3,1,6,0,1996.0,2.0,420.0,0,44,0,0,0,0,0,8,2007,12.0937490549462
1625,527162090,20,63.0,7875,7,5,1995,1996,38.0,0.0,0.0,1237.0,1237.0,1253,0,0,7.1340937211928654,0.0,0.0,2,0,3,1,6,1,1995.0,2.0,402.0,220,21,0,0,0,0,0,6,2007,12.07824495582233
1626,527162140,60,60.0,7500,6,5,1999,2003,0.0,0.0,0.0,938.0,938.0,957,1342,0,7.740664401917241,0.0,0.0,3,1,5,1,7,1,1999.0,2.0,482.0,188,30,0,0,0,0,0,8,2007,12.225880174775122
1627,527163080,20,69.22459016393442,9556,7,5,1992,1993,52.0,0.0,0.0,1168.0,1168.0,1187,0,0,7.08002649992259,0.0,0.0,2,0,3,1,6,0,1992.0,2.0,420.0,0,21,0,0,0,0,0,8,2007,11.982935344196433
1628,527165020,80,69.22459016393442,10784,7,5,1991,1992,76.0,0.0,0.0,384.0,384.0,802,670,0,7.29505641646263,0.0,0.0,2,1,3,1,7,1,1991.0,2.0,402.0,164,0,0,0,0,0,0,5,2007,11.982935344196433
1629,527165100,80,69.22459016393442,9125,7,5,1992,1992,170.0,0.0,0.0,384.0,384.0,812,670,0,7.301822342137932,0.0,0.0,2,1,3,1,7,1,1992.0,2.0,392.0,100,25,0,0,0,0,0,7,2007,12.007017865994577
1630,527165170,60,69.22459016393442,7655,6,5,1993,1994,0.0,0.0,0.0,903.0,903.0,910,732,0,7.404279118037268,0.0,0.0,2,1,3,1,7,1,1993.0,2.0,392.0,290,84,0,0,0,0,0,7,2007,12.031725210748633
1632,527182040,120,69.22459016393442,3696,8,5,1986,1986,0.0,0.0,0.0,1074.0,1074.0,1088,0,0,6.9930151229329605,0.0,0.0,1,1,2,1,5,0,1987.0,2.0,461.0,0,74,137,0,0,0,0,10,2007,12.043559598368038
